lh.aparc.area	lh_bankssts_area	lh_caudalanteriorcingulate_area	lh_caudalmiddlefrontal_area	lh_cuneus_area	lh_entorhinal_area	lh_fusiform_area	lh_inferiorparietal_area	lh_inferiortemporal_area	lh_isthmuscingulate_area	lh_lateraloccipital_area	lh_lateralorbitofrontal_area	lh_lingual_area	lh_medialorbitofrontal_area	lh_middletemporal_area	lh_parahippocampal_area	lh_paracentral_area	lh_parsopercularis_area	lh_parsorbitalis_area	lh_parstriangularis_area	lh_pericalcarine_area	lh_postcentral_area	lh_posteriorcingulate_area	lh_precentral_area	lh_precuneus_area	lh_rostralanteriorcingulate_area	lh_rostralmiddlefrontal_area	lh_superiorfrontal_area	lh_superiorparietal_area	lh_superiortemporal_area	lh_supramarginal_area	lh_frontalpole_area	lh_temporalpole_area	lh_transversetemporal_area	lh_insula_area	lh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
IXI161-HH-2533	858.0	569.0	2271.0	1251.0	516.0	2785.0	4193.0	3123.0	992.0	4992.0	2571.0	2798.0	1813.0	2786.0	728.0	1536.0	1523.0	656.0	1250.0	1071.0	3876.0	1020.0	5309.0	4204.0	659.0	5451.0	6799.0	5530.0	4444.0	3705.0	179.0	464.0	466.0	2217.0	82604.5	1086036.0	1613986.67939
IXI162-HH-1548	974.0	693.0	2377.0	1618.0	539.0	3214.0	4492.0	2944.0	1101.0	5574.0	2416.0	3464.0	1990.0	2785.0	757.0	1389.0	1651.0	725.0	1188.0	1595.0	4262.0	1291.0	5180.0	3548.0	657.0	5949.0	8178.0	5667.0	3655.0	3293.0	258.0	500.0	458.0	2246.0	86624.3	1236395.0	1641265.74666
IXI163-HH-1621	1048.0	689.0	2495.0	1676.0	513.0	3631.0	4546.0	3493.0	1068.0	5914.0	2531.0	3376.0	1671.0	3221.0	707.0	1303.0	1439.0	683.0	1141.0	1414.0	4180.0	1025.0	5197.0	3955.0	873.0	5678.0	7366.0	5230.0	3955.0	4013.0	307.0	593.0	413.0	2712.0	88051.4	1224994.0	1799846.55463
IXI164-Guys-0844	947.0	592.0	1884.0	1694.0	446.0	2739.0	4077.0	2951.0	873.0	5591.0	2247.0	3247.0	1706.0	2940.0	657.0	1083.0	1268.0	627.0	1163.0	1466.0	4161.0	887.0	4218.0	3072.0	932.0	4587.0	5609.0	4338.0	3709.0	3413.0	241.0	434.0	407.0	2322.0	76529.2	1087182.0	1455712.9454
IXI165-HH-1589	1092.0	581.0	2930.0	1799.0	454.0	3727.0	5211.0	3851.0	899.0	5489.0	2825.0	3129.0	2186.0	3661.0	697.0	1460.0	1716.0	764.0	1551.0	1537.0	4445.0	1355.0	5661.0	4031.0	1012.0	6067.0	8927.0	6860.0	4934.0	4484.0	260.0	513.0	568.0	2382.0	97019.9	1324464.0	1871059.31868
IXI166-Guys-0846	929.0	576.0	2012.0	1299.0	376.0	3100.0	3352.0	3060.0	787.0	4070.0	2483.0	2858.0	1342.0	2851.0	590.0	1134.0	1361.0	664.0	1175.0	1074.0	3452.0	1074.0	4215.0	3600.0	632.0	5433.0	6020.0	4665.0	3636.0	4337.0	249.0	402.0	380.0	2273.0	75458.9	1015920.0	1230258.58677
IXI167-HH-1569	841.0	375.0	2466.0	1490.0	428.0	2977.0	4262.0	3254.0	1029.0	4908.0	2247.0	2993.0	1733.0	3028.0	626.0	1365.0	1314.0	675.0	1185.0	1170.0	3781.0	1056.0	5115.0	3480.0	589.0	6093.0	7143.0	6112.0	3680.0	4001.0	246.0	416.0	450.0	2368.0	82891.8	1129288.0	1535140.92972
IXI168-HH-1607	1072.0	686.0	2924.0	1544.0	546.0	3410.0	4731.0	3868.0	990.0	5415.0	2876.0	2344.0	1946.0	4162.0	647.0	1167.0	1406.0	713.0	1285.0	1221.0	4890.0	943.0	5965.0	3251.0	947.0	6012.0	7615.0	5696.0	3760.0	3650.0	231.0	507.0	446.0	2255.0	89113.9	1318827.0	1780046.40398
IXI169-Guys-0842	882.0	617.0	2573.0	1645.0	430.0	2901.0	4656.0	2955.0	1097.0	5247.0	2067.0	3217.0	1575.0	2919.0	595.0	1387.0	1664.0	663.0	1326.0	1498.0	4483.0	1213.0	4721.0	4140.0	882.0	4676.0	6986.0	5676.0	4315.0	3742.0	256.0	441.0	611.0	2644.0	84687.2	1059695.0	1458774.20212
IXI170-Guys-0843	1204.0	483.0	1743.0	1135.0	357.0	2691.0	4551.0	3734.0	922.0	4751.0	2316.0	2548.0	1359.0	3525.0	586.0	1182.0	1481.0	623.0	1067.0	1248.0	3362.0	972.0	4019.0	3127.0	690.0	4404.0	6721.0	4062.0	3417.0	3637.0	206.0	360.0	327.0	2068.0	74859.2	1007552.0	1349441.4239
IXI172-Guys-0982	931.0	679.0	2946.0	1718.0	605.0	3607.0	4167.0	4229.0	831.0	5817.0	2923.0	3021.0	2062.0	3535.0	832.0	2034.0	1857.0	838.0	1426.0	1854.0	4714.0	1408.0	6234.0	4164.0	1106.0	6003.0	9084.0	6581.0	4345.0	4779.0	243.0	578.0	538.0	2743.0	98410.0	1290459.0	1918315.04354
IXI173-HH-1590	1169.0	476.0	2038.0	1400.0	448.0	3196.0	3809.0	2568.0	838.0	5070.0	2217.0	3004.0	1845.0	2654.0	577.0	1219.0	1442.0	617.0	1104.0	1270.0	3805.0	819.0	4733.0	3147.0	735.0	4482.0	7283.0	4455.0	3915.0	4319.0	208.0	466.0	468.0	2024.0	77799.7	1041634.0	1475036.29183
IXI174-HH-1571	755.0	363.0	1865.0	1275.0	302.0	2588.0	3359.0	2417.0	842.0	4799.0	2266.0	2860.0	1817.0	2412.0	584.0	1191.0	1390.0	631.0	1072.0	1665.0	3568.0	771.0	4134.0	3190.0	823.0	4478.0	5180.0	4782.0	3141.0	3227.0	217.0	426.0	347.0	1822.0	70550.3	918223.0	1358995.93475
IXI175-HH-1570	1054.0	361.0	2306.0	1518.0	381.0	3240.0	4019.0	4040.0	783.0	5061.0	2616.0	2708.0	2351.0	3412.0	603.0	1616.0	1714.0	904.0	1634.0	1113.0	4864.0	769.0	5238.0	4400.0	967.0	5735.0	9055.0	6215.0	4477.0	4092.0	294.0	494.0	456.0	2647.0	91124.0	1147663.0	1876131.34017
IXI176-HH-1604	1212.0	338.0	2161.0	1544.0	474.0	3528.0	3929.0	3259.0	891.0	5372.0	2692.0	3328.0	1581.0	2887.0	783.0	1170.0	2108.0	591.0	1449.0	1500.0	4480.0	957.0	4599.0	3545.0	630.0	5693.0	7489.0	4665.0	4127.0	3834.0	237.0	442.0	397.0	2778.0	84661.7	1214574.0	1587983.25605
IXI177-Guys-0831	891.0	670.0	2578.0	1433.0	496.0	3708.0	5260.0	4304.0	1302.0	5826.0	2861.0	3046.0	2374.0	4023.0	679.0	1394.0	1748.0	778.0	1636.0	1208.0	4427.0	1343.0	4955.0	4417.0	832.0	6204.0	7822.0	6013.0	4323.0	3362.0	290.0	519.0	514.0	2533.0	93766.5	1295471.0	1817612.89012
IXI178-Guys-0778	978.0	557.0	2237.0	1502.0	375.0	3253.0	4232.0	3308.0	900.0	4903.0	2807.0	2828.0	1992.0	2957.0	636.0	1177.0	1618.0	560.0	1293.0	1282.0	3708.0	1020.0	5066.0	3182.0	772.0	5201.0	7495.0	4153.0	3897.0	3673.0	244.0	441.0	467.0	2134.0	80845.4	1083920.0	1496661.25554
IXI179-Guys-0777	1313.0	991.0	2563.0	1661.0	551.0	3434.0	4895.0	4620.0	1098.0	6137.0	2611.0	3158.0	2304.0	4107.0	729.0	1605.0	1723.0	751.0	1210.0	1413.0	4417.0	1509.0	5273.0	4521.0	1002.0	6269.0	7539.0	5391.0	4579.0	4460.0	255.0	497.0	493.0	2359.0	95436.4	1337767.0	1816271.11895
IXI180-HH-1605	932.0	637.0	1899.0	1478.0	583.0	3078.0	3932.0	3429.0	773.0	4393.0	2635.0	2826.0	1947.0	3463.0	686.0	1522.0	1678.0	595.0	1214.0	1404.0	4084.0	1115.0	4609.0	3405.0	889.0	5485.0	7116.0	5122.0	3719.0	3941.0	226.0	456.0	447.0	2282.0	81907.7	1148424.0	1544440.90657
IXI181-Guys-0790	1650.0	876.0	2930.0	1663.0	585.0	3752.0	5569.0	4284.0	1077.0	5332.0	3252.0	3195.0	2823.0	3826.0	805.0	1682.0	1649.0	792.0	1392.0	1265.0	4911.0	1498.0	5892.0	4651.0	1043.0	6359.0	8819.0	5923.0	4132.0	6084.0	327.0	568.0	527.0	2875.0	102001.0	1439084.0	1936501.45351
IXI182-Guys-0792	689.0	602.0	2685.0	1830.0	488.0	3000.0	3792.0	3084.0	1157.0	5393.0	2454.0	3324.0	1933.0	2975.0	665.0	1384.0	1511.0	681.0	1282.0	1604.0	4203.0	1091.0	4921.0	3604.0	881.0	5841.0	7596.0	5332.0	4211.0	4801.0	260.0	453.0	435.0	2282.0	86437.2	1162792.0	1565222.00646
IXI183-Guys-0791	1168.0	553.0	2112.0	1516.0	518.0	3572.0	4365.0	3555.0	1067.0	5158.0	2680.0	2532.0	1868.0	3466.0	653.0	1285.0	1504.0	612.0	1201.0	1106.0	4063.0	1085.0	4752.0	3703.0	630.0	5108.0	7253.0	5117.0	3762.0	3902.0	223.0	428.0	354.0	2391.0	83253.5	1150693.0	1592779.40446
IXI184-Guys-0794	993.0	521.0	1729.0	1725.0	641.0	3508.0	4181.0	3207.0	818.0	5418.0	3063.0	3342.0	2167.0	3079.0	834.0	1322.0	1821.0	860.0	1607.0	1609.0	4112.0	1032.0	4694.0	4052.0	993.0	6482.0	7911.0	5614.0	4615.0	4357.0	277.0	485.0	520.0	2579.0	90159.2	1247999.0	1703351.26993
IXI185-Guys-0795	835.0	561.0	2185.0	1291.0	432.0	2984.0	3819.0	2366.0	822.0	4365.0	2424.0	2500.0	1762.0	2499.0	580.0	1334.0	1382.0	617.0	1167.0	1221.0	3748.0	1030.0	5033.0	2929.0	582.0	4515.0	6536.0	4548.0	3343.0	3245.0	231.0	396.0	349.0	2170.0	73793.4	966335.0	1502487.28173
IXI186-Guys-0796	972.0	801.0	2321.0	1560.0	368.0	2885.0	4509.0	3687.0	766.0	5628.0	2369.0	2738.0	1954.0	3425.0	590.0	1252.0	1489.0	615.0	1033.0	1131.0	4027.0	1099.0	4589.0	3417.0	973.0	5022.0	6515.0	4823.0	4025.0	3887.0	255.0	460.0	396.0	2173.0	81740.3	1076272.0	1542457.64222
IXI188-Guys-0798	909.0	672.0	1847.0	1310.0	608.0	3221.0	3794.0	3010.0	856.0	4371.0	2588.0	2389.0	2064.0	2779.0	583.0	1496.0	1475.0	693.0	1502.0	973.0	3588.0	1064.0	4657.0	3749.0	833.0	5150.0	6896.0	4740.0	3993.0	3791.0	225.0	515.0	466.0	2435.0	79237.0	1107876.0	1472667.44501
IXI189-Guys-0799	1101.0	520.0	2123.0	1516.0	364.0	2974.0	4203.0	3283.0	984.0	5543.0	2391.0	3079.0	1676.0	3128.0	651.0	1278.0	1434.0	663.0	1079.0	1386.0	3781.0	1082.0	4864.0	3145.0	677.0	6020.0	6707.0	4262.0	3776.0	4295.0	217.0	398.0	390.0	2111.0	81091.3	1091404.0	1442739.39422
IXI191-Guys-0801	1125.0	543.0	2631.0	1509.0	342.0	3004.0	4550.0	3496.0	799.0	5221.0	2471.0	3452.0	2006.0	3232.0	548.0	1376.0	1598.0	731.0	1284.0	1656.0	4070.0	938.0	4973.0	3545.0	709.0	5929.0	6828.0	4411.0	3994.0	4006.0	255.0	446.0	492.0	2038.0	84197.2	1148335.0	1518354.77549
IXI192-Guys-0878	985.0	576.0	2036.0	1513.0	516.0	2986.0	3973.0	3362.0	1074.0	4887.0	2458.0	2684.0	1769.0	3351.0	596.0	1084.0	1532.0	617.0	1121.0	1200.0	3503.0	995.0	4037.0	3576.0	787.0	4762.0	6028.0	4627.0	3977.0	4010.0	231.0	603.0	400.0	2411.0	78261.0	1038272.0	1428095.57311
IXI193-Guys-0810	972.0	588.0	2300.0	1397.0	493.0	2891.0	3398.0	3160.0	861.0	4152.0	2391.0	2895.0	1626.0	2881.0	605.0	1288.0	1605.0	567.0	1045.0	1252.0	4087.0	1077.0	4339.0	3484.0	690.0	5166.0	7080.0	4836.0	3856.0	3882.0	219.0	489.0	460.0	2224.0	78237.7	1062767.0	1414115.36686
IXI194-Guys-0818	1010.0	735.0	2266.0	1265.0	429.0	3225.0	4464.0	4416.0	828.0	4987.0	2753.0	2786.0	1914.0	3559.0	556.0	1315.0	1912.0	758.0	1495.0	846.0	3774.0	1303.0	4837.0	3753.0	816.0	5704.0	7262.0	5110.0	3840.0	3908.0	253.0	501.0	421.0	2215.0	85190.9	1118995.0	1546261.5922
IXI195-HH-1620	1254.0	566.0	2116.0	1633.0	639.0	3531.0	4450.0	3899.0	961.0	4688.0	2720.0	3386.0	1907.0	3647.0	759.0	1373.0	1770.0	682.0	1333.0	1281.0	4336.0	1276.0	5045.0	3788.0	767.0	6151.0	8564.0	5444.0	4495.0	5267.0	258.0	458.0	552.0	3005.0	91990.0	1330993.0	1796750.78491
IXI196-Guys-0805	1416.0	652.0	2549.0	1441.0	401.0	2648.0	3631.0	2817.0	933.0	5103.0	2236.0	2473.0	1921.0	2709.0	611.0	1315.0	1190.0	471.0	1107.0	1242.0	3584.0	1014.0	4657.0	3244.0	585.0	5545.0	6362.0	4410.0	3836.0	3418.0	235.0	444.0	449.0	2203.0	76839.4	1054241.0	1395667.04895
IXI197-Guys-0811	1084.0	359.0	1884.0	1489.0	426.0	2811.0	3580.0	3004.0	584.0	3859.0	2328.0	2319.0	1682.0	3246.0	633.0	1354.0	1624.0	611.0	1137.0	1103.0	3532.0	940.0	4368.0	3248.0	786.0	4516.0	6819.0	3913.0	3621.0	3753.0	247.0	495.0	344.0	2099.0	73793.9	1021944.0	1436745.82473
IXI198-Guys-0803	1210.0	777.0	2795.0	1841.0	541.0	3880.0	4648.0	3532.0	1160.0	6099.0	3252.0	3424.0	2013.0	3115.0	662.0	1454.0	1565.0	753.0	1572.0	1568.0	4378.0	1189.0	4961.0	4312.0	967.0	6591.0	8648.0	5707.0	4294.0	4104.0	272.0	521.0	533.0	2470.0	94803.7	1298221.0	1744886.77026
IXI199-Guys-0802	1047.0	668.0	1995.0	1556.0	375.0	2893.0	3955.0	3122.0	1036.0	4464.0	2654.0	3398.0	1887.0	2983.0	548.0	1315.0	1881.0	788.0	1666.0	1580.0	3755.0	1201.0	4779.0	3457.0	780.0	5353.0	5983.0	5350.0	3921.0	4045.0	250.0	537.0	412.0	2328.0	81963.2	1068116.0	1528205.49718
IXI200-Guys-0812	882.0	415.0	2149.0	1605.0	504.0	2647.0	4643.0	2731.0	961.0	4597.0	2604.0	3268.0	1893.0	3076.0	620.0	1309.0	1279.0	790.0	1320.0	1701.0	4239.0	951.0	4758.0	3543.0	513.0	6295.0	7315.0	4857.0	4070.0	3379.0	241.0	502.0	444.0	2331.0	82378.6	1055017.0	1402214.89704
IXI201-HH-1588	1057.0	453.0	1837.0	1438.0	376.0	2657.0	2997.0	2972.0	751.0	3701.0	2162.0	2718.0	1719.0	2707.0	691.0	1165.0	1704.0	612.0	1375.0	1232.0	3504.0	887.0	4242.0	3351.0	484.0	5027.0	6340.0	5237.0	3356.0	3846.0	265.0	470.0	434.0	1946.0	73647.3	1009037.0	1386695.52902
IXI202-HH-1526	1057.0	601.0	2322.0	1440.0	363.0	3368.0	4079.0	3383.0	889.0	4632.0	2351.0	3053.0	1629.0	3102.0	617.0	1327.0	1455.0	553.0	1309.0	1335.0	4747.0	1195.0	4799.0	4113.0	800.0	5221.0	6736.0	5469.0	3629.0	4050.0	215.0	504.0	375.0	2329.0	82986.4	1068167.0	1484255.061
IXI204-HH-1651	934.0	512.0	2074.0	1358.0	431.0	3086.0	3874.0	2787.0	873.0	3934.0	2456.0	2850.0	1462.0	2609.0	624.0	1214.0	1464.0	555.0	1114.0	1372.0	3873.0	1098.0	4422.0	3657.0	700.0	5374.0	6013.0	4447.0	3360.0	2967.0	200.0	443.0	459.0	2640.0	75224.3	989722.0	1416838.88073
IXI205-HH-1649	1023.0	724.0	2298.0	1314.0	628.0	3933.0	4570.0	2879.0	905.0	4253.0	2273.0	2788.0	1971.0	3010.0	703.0	1288.0	1362.0	565.0	1011.0	1296.0	4188.0	1228.0	4498.0	3616.0	872.0	4930.0	6878.0	4598.0	3670.0	3662.0	266.0	497.0	376.0	2130.0	80181.7	1152083.0	1583046.89483
IXI206-HH-1650	791.0	483.0	1434.0	1199.0	433.0	2493.0	3304.0	2847.0	762.0	3665.0	2346.0	2700.0	1836.0	2454.0	661.0	1214.0	1254.0	673.0	1085.0	1350.0	3209.0	858.0	3922.0	2928.0	545.0	4902.0	6327.0	4444.0	3587.0	3318.0	240.0	445.0	524.0	2019.0	70239.0	951158.0	1353767.28795
IXI207-Guys-0809	961.0	461.0	1933.0	1797.0	662.0	3013.0	4810.0	3375.0	837.0	5530.0	2603.0	2503.0	1779.0	2883.0	606.0	1438.0	1407.0	682.0	1416.0	1375.0	3434.0	1065.0	4261.0	3546.0	674.0	5520.0	7867.0	5712.0	3553.0	3604.0	283.0	422.0	436.0	2352.0	82801.4	1128668.0	1600521.19381
IXI208-Guys-0808	1081.0	813.0	2353.0	1404.0	512.0	3372.0	4640.0	3391.0	1043.0	4936.0	3060.0	2975.0	2084.0	3593.0	617.0	1510.0	1835.0	725.0	1457.0	1340.0	4049.0	1348.0	4968.0	3709.0	903.0	5910.0	7516.0	5547.0	4165.0	4433.0	232.0	523.0	408.0	2318.0	88746.0	1284406.0	1754033.57548
IXI209-Guys-0804	1221.0	883.0	2518.0	1474.0	381.0	2863.0	4779.0	3644.0	976.0	4515.0	2988.0	2610.0	2105.0	4018.0	612.0	1374.0	1557.0	807.0	1677.0	1156.0	4901.0	1200.0	5253.0	3609.0	1190.0	5820.0	8678.0	4995.0	4711.0	3856.0	267.0	427.0	481.0	2731.0	90261.1	1218491.0	1657172.5871
IXI210-Guys-0856	1178.0	506.0	2451.0	1343.0	567.0	3279.0	4640.0	4029.0	1072.0	4528.0	3086.0	3308.0	2111.0	3476.0	673.0	1526.0	1521.0	738.0	1166.0	1292.0	4586.0	1414.0	5400.0	3821.0	775.0	5885.0	7592.0	5415.0	4301.0	4416.0	279.0	471.0	394.0	2604.0	89836.0	1190391.0	1798587.09284
IXI211-HH-1568	1118.0	828.0	2045.0	1576.0	611.0	3422.0	5491.0	4209.0	906.0	5716.0	2862.0	2912.0	2055.0	3223.0	608.0	1550.0	1635.0	853.0	1631.0	1244.0	4624.0	1315.0	4862.0	4467.0	1235.0	6948.0	7842.0	7305.0	3858.0	5730.0	274.0	526.0	427.0	2549.0	96445.8	1304611.0	1836510.18807
IXI212-HH-1643	1143.0	529.0	1613.0	1532.0	391.0	3140.0	3753.0	3057.0	880.0	5194.0	2192.0	3176.0	1597.0	3167.0	608.0	1188.0	1307.0	636.0	1156.0	1376.0	3522.0	976.0	4430.0	3071.0	915.0	5045.0	6829.0	4183.0	3956.0	3103.0	244.0	444.0	411.0	2561.0	77321.9	1077525.0	1407852.1786
IXI213-HH-1642	742.0	422.0	1558.0	1165.0	439.0	2699.0	3496.0	3113.0	745.0	4106.0	2307.0	2947.0	1510.0	2897.0	622.0	1094.0	1351.0	648.0	1169.0	1338.0	3396.0	834.0	3668.0	2997.0	757.0	5247.0	5551.0	4481.0	2921.0	3543.0	224.0	414.0	344.0	2024.0	70767.8	965592.0	1300314.60749
IXI214-HH-1636	1171.0	739.0	2314.0	1326.0	446.0	3339.0	4373.0	3441.0	735.0	4613.0	2641.0	2721.0	2091.0	3633.0	687.0	1376.0	1825.0	759.0	1291.0	1060.0	4506.0	1221.0	4930.0	3951.0	992.0	5811.0	7699.0	5388.0	3641.0	3690.0	252.0	457.0	432.0	2232.0	85780.0	1147635.0	1460484.93699
IXI216-HH-1635	727.0	468.0	1830.0	1642.0	482.0	2903.0	3152.0	3464.0	902.0	5424.0	2237.0	2870.0	2250.0	3042.0	604.0	1122.0	1713.0	628.0	1485.0	1223.0	4316.0	800.0	4592.0	3209.0	694.0	5519.0	6622.0	5918.0	3980.0	3981.0	316.0	484.0	510.0	2284.0	81390.9	1109868.0	1697616.09
IXI217-HH-1638	879.0	555.0	2107.0	1299.0	395.0	2727.0	5149.0	3627.0	777.0	4570.0	2273.0	2458.0	1846.0	3127.0	588.0	1394.0	1339.0	588.0	1109.0	1158.0	3977.0	945.0	4577.0	3756.0	713.0	4995.0	7408.0	4760.0	3292.0	3630.0	214.0	470.0	382.0	2212.0	79290.9	1072175.0	1499749.92476
IXI218-HH-1815	928.0	564.0	2362.0	1604.0	580.0	3126.0	4000.0	3689.0	1170.0	5193.0	2706.0	2722.0	2089.0	2909.0	576.0	1235.0	1542.0	700.0	1378.0	1260.0	4111.0	1002.0	4430.0	4409.0	769.0	6215.0	6714.0	5749.0	3844.0	4198.0	255.0	526.0	440.0	2166.0	85146.4	1176903.0	1721876.85294
IXI219-Guys-0894	964.0	580.0	2042.0	1351.0	301.0	2595.0	3951.0	2661.0	861.0	3734.0	2321.0	2811.0	1763.0	2476.0	642.0	1267.0	1402.0	544.0	1264.0	1093.0	3140.0	939.0	3992.0	3209.0	717.0	4838.0	6810.0	4501.0	3337.0	3343.0	165.0	428.0	357.0	2079.0	72472.0	1021380.0	1441271.52805
IXI221-HH-1606	1240.0	514.0	2075.0	1422.0	436.0	3370.0	5021.0	3586.0	977.0	4593.0	2598.0	3180.0	1805.0	3187.0	657.0	1256.0	1386.0	713.0	1197.0	1481.0	4106.0	991.0	4641.0	3842.0	818.0	5593.0	6734.0	5072.0	3766.0	4581.0	274.0	465.0	364.0	2695.0	84633.0	1175031.0	1656029.30654
IXI222-Guys-0819	796.0	589.0	1622.0	1317.0	605.0	2833.0	3617.0	3000.0	842.0	5159.0	2315.0	2862.0	1766.0	2756.0	685.0	1177.0	1235.0	567.0	1107.0	1169.0	3455.0	1091.0	4110.0	3198.0	807.0	4484.0	5784.0	4827.0	3151.0	2950.0	265.0	421.0	318.0	2047.0	72884.8	1001249.0	1265966.15711
IXI223-Guys-0830	1043.0	594.0	2173.0	1657.0	442.0	3201.0	4123.0	3706.0	1086.0	5103.0	2769.0	3402.0	2014.0	3784.0	713.0	1436.0	2223.0	771.0	1670.0	1516.0	4529.0	1106.0	4739.0	3895.0	776.0	5868.0	6785.0	5899.0	4084.0	4717.0	262.0	461.0	460.0	2108.0	89102.8	1193540.0	1622751.46936
IXI224-Guys-0823	790.0	569.0	2129.0	1695.0	402.0	3250.0	3780.0	3265.0	895.0	5636.0	2469.0	2776.0	1753.0	2743.0	580.0	1378.0	1446.0	607.0	1111.0	1418.0	3553.0	1198.0	4515.0	3335.0	790.0	4830.0	6587.0	5285.0	3235.0	3226.0	203.0	475.0	432.0	1926.0	78276.6	1074538.0	1431121.48946
IXI225-Guys-0832	861.0	505.0	1942.0	1381.0	414.0	2511.0	4077.0	2897.0	798.0	4269.0	2368.0	2963.0	1702.0	3006.0	564.0	1106.0	1300.0	685.0	1134.0	1138.0	3523.0	958.0	4716.0	3331.0	987.0	4565.0	6530.0	5017.0	3380.0	3254.0	232.0	444.0	392.0	2266.0	75182.8	995780.0	1411184.86961
IXI226-HH-1618	1118.0	609.0	2360.0	1481.0	477.0	2616.0	4238.0	3129.0	895.0	4323.0	2601.0	3262.0	1895.0	3018.0	607.0	1272.0	1865.0	756.0	1403.0	1462.0	4013.0	1097.0	4945.0	4018.0	697.0	5112.0	6632.0	5966.0	3775.0	4281.0	276.0	368.0	437.0	2931.0	83929.3	1111551.0	1543883.67842
IXI227-Guys-0813	926.0	377.0	1391.0	1267.0	379.0	2651.0	3973.0	2791.0	812.0	4433.0	2002.0	2296.0	1447.0	2841.0	551.0	1145.0	1155.0	516.0	933.0	1060.0	3057.0	835.0	3840.0	2996.0	430.0	4116.0	5489.0	4127.0	3329.0	3156.0	207.0	450.0	330.0	1937.0	67243.8	944705.0	1352259.03035
IXI228-Guys-0822	1058.0	518.0	1841.0	1470.0	573.0	2484.0	3914.0	2957.0	736.0	4744.0	2424.0	3021.0	1727.0	2398.0	588.0	1220.0	1185.0	523.0	962.0	1350.0	3840.0	944.0	4291.0	3011.0	717.0	4538.0	6764.0	3824.0	3070.0	3517.0	226.0	429.0	381.0	1881.0	73102.0	1002673.0	1411467.03462
IXI229-Guys-0980	1171.0	537.0	2325.0	1551.0	571.0	3527.0	4826.0	3373.0	866.0	4977.0	2563.0	3225.0	2154.0	3055.0	650.0	1320.0	1570.0	737.0	1152.0	1822.0	4872.0	1159.0	5347.0	3873.0	764.0	5849.0	6563.0	5883.0	3980.0	4484.0	279.0	573.0	375.0	2497.0	88391.0	1193413.0	1611028.48443
IXI230-IOP-0869	983.0	414.0	2145.0	1294.0	278.0	3041.0	3790.0	2686.0	800.0	4367.0	1905.0	2094.0	1338.0	2616.0	713.0	1170.0	1338.0	497.0	1066.0	949.0	3201.0	889.0	4115.0	2714.0	539.0	3888.0	6034.0	4474.0	3894.0	3900.0	215.0	322.0	503.0	2107.0	70272.0	999845.0	1316940.60872
IXI231-IOP-0866	841.0	478.0	2283.0	1308.0	313.0	3045.0	4696.0	2622.0	881.0	5056.0	1824.0	2818.0	1571.0	2651.0	601.0	1261.0	1217.0	517.0	965.0	1196.0	3750.0	1006.0	4869.0	3224.0	566.0	4631.0	6981.0	5374.0	3697.0	3484.0	233.0	351.0	449.0	2008.0	76765.4	1075051.0	1473057.98428
IXI232-IOP-0898	1208.0	539.0	1834.0	1167.0	384.0	3182.0	4137.0	3258.0	742.0	4334.0	1807.0	2736.0	1551.0	2916.0	570.0	1167.0	1590.0	595.0	1385.0	1133.0	3592.0	971.0	3936.0	3306.0	448.0	5182.0	7239.0	4789.0	3657.0	3851.0	247.0	384.0	461.0	2128.0	76425.7	1054055.0	1433432.64241
IXI233-IOP-0875	977.0	441.0	1746.0	861.0	251.0	2460.0	4267.0	2381.0	609.0	3587.0	1780.0	2189.0	1250.0	2629.0	595.0	1091.0	1321.0	487.0	1103.0	810.0	3320.0	765.0	3972.0	2713.0	547.0	3677.0	5368.0	4311.0	3085.0	2760.0	233.0	325.0	367.0	1983.0	64207.1	916582.0	1250591.07875
IXI234-IOP-0870	911.0	466.0	2069.0	1351.0	296.0	2770.0	3865.0	2890.0	854.0	4990.0	2091.0	2951.0	1580.0	2913.0	541.0	1144.0	1408.0	574.0	1045.0	1395.0	3536.0	883.0	4080.0	3121.0	677.0	5083.0	6083.0	4885.0	3787.0	3651.0	268.0	432.0	394.0	2054.0	75021.4	1071733.0	1409827.42459
IXI236-Guys-0817	1081.0	590.0	2196.0	1703.0	354.0	3122.0	4711.0	3270.0	1044.0	5689.0	2891.0	3251.0	1872.0	3699.0	828.0	1426.0	2134.0	658.0	1443.0	1533.0	4181.0	1189.0	5800.0	4324.0	867.0	5595.0	7795.0	5746.0	4035.0	5218.0	217.0	474.0	577.0	2273.0	91776.9	1250661.0	1676105.12415
IXI237-Guys-1049	826.0	637.0	1551.0	1120.0	430.0	2381.0	3957.0	2737.0	802.0	3881.0	2265.0	2063.0	1643.0	2750.0	499.0	1260.0	1187.0	566.0	966.0	985.0	3782.0	954.0	4430.0	3359.0	718.0	4269.0	6102.0	4708.0	3288.0	3276.0	203.0	379.0	377.0	2112.0	70460.5	862323.0	1202218.38538
IXI238-IOP-0883	1033.0	377.0	1956.0	983.0	307.0	2753.0	4337.0	2869.0	889.0	4077.0	2126.0	2515.0	1476.0	3311.0	575.0	989.0	1479.0	616.0	1183.0	934.0	3338.0	952.0	4185.0	3379.0	580.0	3930.0	5309.0	4943.0	3476.0	3627.0	217.0	376.0	360.0	2068.0	71517.4	1040576.0	1485005.5101
